Author short Names;authors;articles
"Zhang, XZ; Wang, SL; Cong, G; Cuzzocrea, A";"Zhang, Xiuzhen; Wang, Shuliang; Cong, Gao; Cuzzocrea, Alfredo";Social Big Data: Mining, Applications, and Beyond
"Ding, WP; Yen, GG; Beliakov, G; Triguero, I; Pratama, M; Zhang, XL; Li, HJ";"Ding, Weiping; Yen, Gary G.; Beliakov, Gleb; Triguero, Isaac; Pratama, Mahardhika; Zhang, Xiangliang; Li, Hongjun";IEEE ACCESS SPECIAL SECTION EDITORIAL: DATA MINING AND GRANULAR COMPUTING IN BIG DATA AND KNOWLEDGE PROCESSING
Chen, MX;Chen, Minxian;The influence of big data analysis of intelligent manufacturing under machine learning on start-ups enterprise
"Amaturo, E; Aragona, B";"Amaturo, Enrica; Aragona, Biagio";Methods for big data in social sciences
"Saleti, S; Subramanyam, RBV";"Saleti, Sumalatha; Subramanyam, R. B., V";A MapReduce solution for incremental mining of sequential patterns from big data
Veganzones-Bodon, M;Veganzones-Bodon, Miguel;Machine Learning Challenges in Big Data Era
Joanna, K;Joanna, Kedra;EULAR POINTS TO CONSIDER ON BIG DATA
"Diebold, FX; Ghysels, E";"Diebold, Francis X.; Ghysels, Eric";Big data in dynamic predictive econometric modeling
"Al-Turman, F; Mostarda, L; Ever, E; Darwish, A; Khalil, NS";"Al-Turman, Fadi; Mostarda, Leonardo; Ever, Enver; Darwish, Ahmed; Khalil, Naziha Shekh";Network Experience Scheduling and Routing Approach for Big Data Transmission in the Internet of Things
Sun, GM;Sun Guimei;The Opportunities and Challenges of Digital Libraries in the Big Data Era
"Saez-Rodriguez, J; Rinschen, MM; Floege, J; Kramann, R";"Saez-Rodriguez, Julio; Rinschen, Markus M.; Floege, Juergen; Kramann, Rafael";Big data: creating the right balance reply
"Siegel, DI; Hinchey, EJ";"Siegel, Donald I.; Hinchey, Edward J.";Big Data and the Curse of Scale
"Alexander, CA; Wang, LD";"Alexander, Cheryl Ann; Wang, Lidong";Cybersecurity, Information Assurance, and Big Data Based on Blockchain
"Zhang, CY; Ji, WX";"Zhang, Chaoyang; Ji, Weixi";Big Data Analysis Approach for Real-Time Carbon Efficiency Evaluation of Discrete Manufacturing Workshops
"Sherman, AT; Oliva, L; Golaszewski, E; Phatak, D; Scheponik, T; Herman, GL; Choi, DS; Offenberger, SE; Peterson, P; Dykstra, J; Bard, GV; Chattopadhyay, A; Sharevski, F; Verma, R; Vrecenar, R";"Sherman, Alan T.; Oliva, Linda; Golaszewski, Enis; Phatak, Dhananjay; Scheponik, Travis; Herman, Geoffrey L.; Choi, Dong San; Offenberger, Spencer E.; Peterson, Peter; Dykstra, Josiah; Bard, Gregory V.; Chattopadhyay, Ankur; Sharevski, Filipo; Verma, Rakesh; Vrecenar, Ryan";Cybersecurity in the Era of Data Science: Examining New Adversarial Models
"Ghasemaghaei, M; Calic, G";"Ghasemaghaei, Maryam; Calic, Goran";Does big data enhance firm innovation competency? The mediating role of data-driven insights
"Jayaram, V; Roy, A; Barna, B; Devegowda, D; Floyd, J; Ashok, P; Abubakar, A; Kaul, A; Schnetzler, E";"Jayaram, Vikram; Roy, Atish; Barna, Bill; Devegowda, Deepak; Floyd, Jacqueline; Ashok, Pradeepkumar; Abubakar, Aria; Kaul, Anisha; Schnetzler, Emmanuel";Introduction to special section: Insights to digital oilfield data using artificial intelligence and big data analytics
Feng, HBW;Feng, Hao Bo Wang;Research on Big Data Decision-making Support Platform of New Energy Bus
Hepworth, K;Hepworth, Katherine;A Panopticon on My Wrist: The Biopower of Big Data Visualization for Wearables
"Chen, P; Liu, JL; Liu, X; Zheng, RY; Pan, YY";"Chen, Ping; Liu, Jianlan; Liu, Xing; Zheng, Ruiying; Pan, Yongyan";Research On Tiered Storage Method For Big Data Of Virtual Information Based On Cloud Computing
"Dai, J; Wang, YH; Qiu, X; Ding, D; Zhang, Y; Wang, YZ; Jia, XY; Zhang, C; Wan, Y; Li, ZC; Wang, J; Huang, SS; Wu, ZY; Wang, Y; Yang, YH; She, BW; Shi, DJ; Lu, Q; Huang, K; Song, GQ";"Dai, Jason (Jinquan); Wang, Yiheng; Qiu, Xin; Ding, Ding; Zhang, Yao; Wang, Yanzhang; Jia, Xianyan; Zhang, Cherry (Li); Wan, Yan; Li, Zhichao; Wang, Jiao; Huang, Shengsheng; Wu, Zhongyuan; Wang, Yang; Yang, Yuhao; She, Bowen; Shi, Dongjie; Lu, Qi; Huang, Kai; Song, Guoqiong";BigDL: A Distributed Deep Learning Framework for Big Data
"Magkonis, G; Jackson, K";"Magkonis, Georgios; Jackson, Karen";Identifying Networks in Social Media: The case of #Grexit
"Galicia, A; Talavera-Llames, R; Troncoso, A; Koprinska, I; Martinez-Alvarez, F";"Galicia, A.; Talavera-Llames, R.; Troncoso, A.; Koprinska, I.; Martinez-Alvarez, F.";Multi-step forecasting for big data time series based on ensemble learning
Tusikov, N;Tusikov, Natasha;Precarious Ownership of the Internet of Things in the Age of Data
"Fujimoto, A; Hirota, Y; Tode, H";"Fujimoto, Akihiro; Hirota, Yusuke; Tode, Hideki";A Lightpath Provisioning Method for Video Content Caching and Streaming Services in Elastic Optical Networks
Lauc, G;Lauc, G.;Transforming glycomics into a big data science
"Pillow, J; Sahani, M";"Pillow, Jonathan; Sahani, Maneesh";Machine learning, big data, and neuroscience
"Man, KL; Lee, K";"Man, Ka Lok; Lee, Kevin";Emerging Approaches and Advances in Big Data
"Shu, JB; Peng, LY; Hu, QQ; Tan, FX; Ge, X";"Shu, Jiangbo; Peng, Liyuan; Hu, Qianqian; Tan, Fengxia; Ge, Xiong";Analysis of Behavioral Characteristics Based on Student's Personal Big Data
"Maguire, J; Winthereik, BR";"Maguire, James; Winthereik, Brit Ross";Digitalising the State Data Centres and the Power of Exchange
"Wang, HJ; Tang, XF; Kuo, YH; Kifer, D; Li, ZH";"Wang, Hongjian; Tang, Xianfeng; Kuo, Yu-Hsuan; Kifer, Daniel; Li, Zhenhui";A Simple Baseline for Travel Time Estimation using Large-scale Trip Data
"Li, FY; Triggs, CM; Dumitrescu, B; Giurcaneanu, CD";"Li, Fangyao; Triggs, Christopher M.; Dumitrescu, Bogdan; Giurcaneanu, Ciprian Doru";The matching pursuit algorithm revisited: A variant for big data and new stopping rules
"Nesello, P; Fachinelli, AC";"Nesello, Priscila; Fachinelli, Ana Cristina";The effects of big data over the analytical activities of strategic intelligence professionals in Brazil
"Zhu, HJ; Zhu, LH";"Zhu Hejun; Zhu Liehuang";Online and automatic identification of encryption network behaviors in big data environment
"Sanla, A; Numnonda, T";"Sanla, Apisit; Numnonda, Thanisa";A Comparative Performance of Real-time Big Data Analytic Architectures
Rodriguez, AO;Orts Rodriguez, Ana;The applications of Big Data in the insurance field and the legal treatment of your data
van Heck, E;van Heck, Eric;BIG DATA AND DISRUPTIONS IN BUSINESS MODELS
"Li, G; Tan, JL; Chaudhry, SS";"Li, Gang; Tan, Jianlong; Chaudhry, Sohail S.";Industry 4.0 and big data innovations
Barnea, A;Barnea, Avner;Big Data and Counterintelligence in Western Countries
"Astrova, I; Koschel, A; Heine, F; Kalja, A";"Astrova, Irina; Koschel, Arne; Heine, Felix; Kalja, Ahto";Moving Hadoop to the Cloud for Big Data Analytics
Mauthner, NS;Mauthner, Natasha S.;Toward a Posthumanist Ethics of Qualitative Research in a Big Data Era
Porter, L;Porter, Libby;Planning, Land and Housing in the Digital Data Revolution
"Axtell, C; Taylor, M; Wessels, B";"Axtell, Carolyn; Taylor, Mark; Wessels, Bridgette";Big Data and Employee Wellbeing: Walking the Tightrope between Utopia and Dystopia
"Ponce, LM; Lezzi, D; Badia, RM; Guedes, D";"Ponce, Lucas M.; Lezzi, Daniele; Badia, Rosa M.; Guedes, Dorgival";Extension of a Task-based model to Functional programming
"Rahman, A; Weiner, Y; Swanson, H; Slepian, R; Abdullah, A; Slepian, MJ";"Rahman, Abrar; Weiner, Yonathan; Swanson, Hailey; Slepian, Rebecca; Abdullah, Anusheh; Slepian, Marvin J.";A Big-Data Approach to Defining Breathing Signatures for Identifying Respiratory Disease
"Malinovskyi, V; Klimek, J; Kalizhanova, A";"Malinovskyi, Vadim; Klimek, Jacek; Kalizhanova, Aliya";The approach for improvement of knowledge bases organization in optical data networks cluster
"Mutoh, A; Yamashita, M; Tamura, Y; Matsumoto, M";"Mutoh, Anri; Yamashita, Masayo; Tamura, Yoshiyasu; Matsumoto, Masahiro";Estimation of Number of Persons Per Household Based on Characteristics of Consumption Items - utilization of big-data to improve the Consumption Trend Index in Japan-
"Ciordas-Hertel, GP; Schneider, J; Ternier, S; Drachsler, H";"Ciordas-Hertel, George-Petru; Schneider, Jan; Ternier, Stefaan; Drachsler, Hendrik";Adopting Trust in Learning Analytics Infrastructure: A Structured Literature Review
"Mhand, MA; Boulmakoul, A; Badir, H";"Mhand, Mouna Amrou; Boulmakoul, Azedine; Badir, Hassan";Scalable and distributed architecture based on Apache Spark Streaming and PROM6 for processing RoRo terminals logs
"Belhadi, A; Zkik, K; Cherrafi, A; Yusof, SM; El Fezazi, S";"Belhadi, Amine; Zkik, Karim; Cherrafi, Anass; Yusof, Sha'ri M.; El Fezazi, Said";Understanding Big Data Analytics for Manufacturing Processes: Insights from Literature Review and Multiple Case Studies
"Gandomi, AH; Daneshmand, M; Jha, R; Kaur, D; Ning, HS; Robinson, C; Schilling, H";"Gandomi, Amir H.; Daneshmand, Mahmoud; Jha, Rashmi; Kaur, Devinder; Ning, Huansheng; Robinson, Calvin; Schilling, Herb";Nature-Inspired Approaches for IoT and Big Data
"Zhao, JC; Guo, JX";"Zhao, Ji-chun; Guo, Jian-xin";Online Distance Learning Precision Service Technology Based on Big Data Analysis
Gao, J;Gao, Jie;Modern enterprise management model based on big data
"Li, Y; Gao, HH; Xu, YS";"Li, Ying; Gao, Honghao; Xu, Yueshen";Special Section on Big Data and Service Computing
"Hamouda, S; Zainol, Z";"Hamouda, Shady; Zainol, Zurinahni";Semi-Structured Data Model for Big Data (SS-DMBD)
"Ortloff, D; Knoblaucha, N";"Ortloff, Dirk; Knoblaucha, Nils";Applying Big Data technologies to high tech manufacturing
"Ullah, F; Babar, MA";"Ullah, Faheem; Babar, Muhammad Ali";An Architecture-driven Adaptation Approach for Big Data Cyber Security Analytics
"Ahmadvand, H; Goudarzi, M";"Ahmadvand, Hossein; Goudarzi, Maziar";SAIR: significance-aware approach to improve QoR of big data processing in case of budget constraint
"Roobini, MS; Lakshmi, M";"Roobini, M. S.; Lakshmi, M.";Application of Big Data for Medical Data Analysis Using Hadoop Environment
Talia, D;Talia, Domenico;A view of programming scalable data analysis: from clouds to exascale
"Yuan, GW; Zhang, CX; Hu, SL; Guo, J; Wang, XD";"Yuan, Guowen; Zhang, Caixia; Hu, Shaolin; Guo, Jing; Wang, Xiangdong";Big Data Based Bridge Anomaly Detection and Situational Awareness
"Perez-Rave, JI; Correa-Morales, JC; Gonzalez-Echavarria, F";"Ivan Perez-Rave, Jorge; Carlos Correa-Morales, Juan; Gonzalez-Echavarria, Favian";A machine learning approach to big data regression analysis of real estate prices for inferential and predictive purposes
"Sharma, A; Shukla, D; Goel, T; Mandal, PK";"Sharma, Ankita; Shukla, Deepika; Goel, Tripti; Mandal, Pravat Kumar";BHARAT: An Integrated Big Data Analytic Model for Early Diagnostic Biomarker of Alzheimer's Disease
"Dongo, J; Mahmoudi, C; Mourlin, F";"Dongo, Junior; Mahmoudi, Charif; Mourlin, Fabrice";Elastic Gigabit NDN Forwarder for Big Data Applications
"Han, S; Han, K; Zhang, SY";"Han, Si; Han, Ke; Zhang, Shouyi";A Data Sharing Protocol to Minimize Security and Privacy Risks of Cloud Storage in Big Data Era
"Salih, FI; Ismail, SA; Hamed, MM; Yusop, OM; Azmi, A; Azmi, NFM";"Salih, Fathi Ibrahim; Ismail, Saiful Adli; Hamed, Mosaab M.; Yusop, Othman Mohd; Azmi, Azri; Azmi, Nurulhuda Firdaus Mohd";Data Quality Issues in Big Data: A Review
"Zhang, GF; Yan, YN; Tian, YS; Liu, Y; Li, Y; Zhou, QG; Zhou, R; Li, KC";"Zhang, Gaofeng; Yan, Yingnan; Tian, Yunsheng; Liu, Yang; Li, Yan; Zhou, Qingguo; Zhou, Rui; Li, Kuan-Ching";Water contamination monitoring system based on big data: a case study
"Akilandeswari, P; Vennila, B; Srimathi, H";"Akilandeswari, P.; Vennila, B.; Srimathi, H.";Concurrent Processing of Cloudlets in CloudSim-SimIoT Environment
"Vincent, JL; Creteur, J";"Vincent, Jean-Louis; Creteur, Jacques";Big data are here to stay!
"Li, GY; Yang, K; Wang, ZH; Pan, MY; Li, Y";"Li, Guoyu; Yang, Kang; Wang, Zhihui; Pan, Mengyun; Li, Yan";The Study of Data Processing System for the FBG Temperature Sensor Network Based on the Hadoop Platform
"Pastorino, R; De Vito, C; Migliara, G; Glocker, K; Binenbaum, I; Ricciardi, W; Boccia, S";"Pastorino, Roberta; De Vito, Corrado; Migliara, Giuseppe; Glocker, Katrin; Binenbaum, Ilona; Ricciardi, Walter; Boccia, Stefania";Benefits and challenges of Big Data in healthcare: an overview of the European initiatives
"Alam, M; Amjad, M";"Alam, Mahboob; Amjad, Mohd";Rainfall forecasting using parallel and distributed analytics approaches on big data clouds
"Kabir, MN; Alginahi, YM; Ali, J; Abdel-Raheem, E";"Kabir, M. N.; Alginahi, Y. M.; Ali, J.; Abdel-Raheem, E.";Optimal search algorithm in a big database using interpolation-extrapolation method
"Murat, K; Westgate, G; Poterlowicz, K";"Murat, K.; Westgate, G.; Poterlowicz, K.";A 'deep dive' into big data skin analytics
"Mehdipour, F; Javadi, B; Mahanti, A; Ramirez-Prado, G";"Mehdipour, Farhad; Javadi, Bahman; Mahanti, Aniket; Ramirez-Prado, Guillermo";Fog Computing Realization for Big Data Analytics
Schneider, G;Schneider, Giulia;Disentangling health data networks: a critical analysis of Articles 9(2) and 89 GDPR
"Tantalaki, N; Souravlas, S; Roumeliotis, M; Katsavounis, S";"Tantalaki, Nicoleta; Souravlas, Stavros; Roumeliotis, Manos; Katsavounis, Stefanos";Linear Scheduling of Big Data Streams on Multiprocessor Sets in the Cloud
"Cirillo, D; Valencia, A";"Cirillo, Davide; Valencia, Alfonso";Big data analytics for personalized medicine
Li, HF;Li, Huafang;Little Bites of Big Data for Public Policy
Sattler, KU;Sattler, Kai-Uwe;Big Data in Engineering: Opportunities, Challenges, and Applications
"Cistulli, PA; Armitstead, J; Pepin, JL; Woehrle, H; Nunez, CM; Benjafield, A; Malhotra, A";"Cistulli, Peter A.; Armitstead, Jeff; Pepin, Jean-Louis; Woehrle, Holger; Nunez, Carlos M.; Benjafield, Adam; Malhotra, Atul";Short-term CPAP adherence in obstructive sleep apnea: a big data analysis using real world data
"Kim, S; Kanwar, YS";"Kim, Suneuy; Kanwar, Yuvraj Singh";GeoYCSB: A Benchmark Framework for the Performance and Scalability Evaluation of NoSQL Databases for Geospatial Workloads
"Surnin, O; Sigova, M; Sitnikov, P; Ivaschenko, A; Stolbova, A";"Surnin, Oleg; Sigova, Mariia; Sitnikov, Pavel; Ivaschenko, Anton; Stolbova, Anastasia";Adaptive Analysis of Merchant Big Data
Kricka, LJ;Kricka, L. J.;Emerging technologies in the age of big data
"Wamba, SF; Akter, S; de Bourmont, M";"Wamba, Samuel Fosso; Akter, Shahriar; de Bourmont, Marc";Quality dominant logic in big data analytics and firm performance
"Baeissa, O; Noaman, AY; Ragab, A; Hagag, A";"Baeissa, Omar; Noaman, Amin Y.; Ragab, Abdul; Hagag, Asmaa";Minimizing Prediction Time for Catheter-Associated Urinary Tract Infection Using Big Data Mining Model
"Tranos, E; Mack, E";"Tranos, Emmanouil; Mack, Elizabeth";Big data: A new opportunity for transport geography?
Harmon, RL;Harmon, Richard L.;Big Data and the CRO of the Future
;;Big Data Recommender Systems, Vol 2: Application Paradigms
"Lu, J; Liu, AJ; Song, YL; Zhang, GQ";"Lu, Jie; Liu, Anjin; Song, Yiliao; Zhang, Guangquan";Data-driven decision support under concept drift in streamed big data
[Anonymous];[Anonymous];Big data helps measure mass of small particle
"Strydom, SK; Strydom, M";"Strydom, SK; Strydom, M";Big Data Governance and Perspectives in Knowledge Management
"Wang, L; Ramasamy, HV; Salapura, V; Arnold, R; Wang, X; Bakthavachalam, S; Coulthard, P; Suprenant, L; Timm, J; Ricard, D; Harper, R; Gupta, A";"Wang, Long; Ramasamy, Harigovind, V; Salapura, Valentina; Arnold, Robin; Wang, Xu; Bakthavachalam, Senthil; Coulthard, Phil; Suprenant, Lee; Timm, John; Ricard, Denis; Harper, Richard; Gupta, Ahut";System Restore in a Multi-cloud Data Pipeline Platform
"Qi, LH; Zeng, FL; Chen, LX";"Qi, Luhui; Zeng, Fanlong; Chen, Lixin";Research on World City Evaluation System Based on the Concept of Regional Space Flow
"Lehne, M; Sass, J; Essenwanger, A; Schepers, J; Thun, S";"Lehne, Moritz; Sass, Julian; Essenwanger, Andrea; Schepers, Josef; Thun, Sylvia";Why digital medicine depends on interoperability
"You, ZJ; Wu, C";"You, Zhijia; Wu, Chen";A framework for data-driven informatization of the construction company
"Wright, LT; Robin, R; Stone, M; Aravopoulou, E";"Wright, Len Tiu; Robin, Robin; Stone, Merlin; Aravopoulou, Eleni";Adoption of Big Data Technology for Innovation in B2B Marketing
"Chen, JM; Ota, K; Wang, L; He, JP";"Chen, Jiming; Ota, Kaoru; Wang, Lu; He, Jianping";Big data and smart computing in network systems
"Rahim, A; Nutter, L; Brinkman, RR";"Rahim, Albina; Nutter, Lauryl; Brinkman, Ryan R.";BIG FLOW CYTOMETRY DATA ANALYSIS METHODS AND APPLICATIONS
"Reiz, ANN; de la Hoz, MAA; Garcia, MS";"Nunez Reiz, A.; Armengol de la Hoz, M. A.; Sanchez Garcia, M.";Big Data Analysis and Machine Learning in Intensive Care Units
"Peter, JD; Rajsingh, EB; Alavi, AH";"Peter, J. Dinesh; Rajsingh, Elijah Blessing; Alavi, Amir H.";Special Section on Big Data and Cloud Technologies
"Haldorai, A; Ramu, A; Chow, CO";"Haldorai, Anandakumar; Ramu, Arulmurugan; Chow, Chee-Onn";Editorial: Big Data Innovation for Sustainable Cognitive Computing
Etzioni, DA;Etzioni, David A.;Introduction to Big Data in Colorectal Surgery
Ryan, P;Ryan, Philippa;Protecting Privacy in a World of Big Data
"Khalid, O; Khan, SU; Zomaya, AY";"Khalid, Osman; Khan, Samee U.; Zomaya, Albert Y.";Introduction to big data recommender systems-volume 2
Jacqmin, D;Jacqmin, D.;Surface-Guided Radiotherapy Systems As Source of Big Data: Using Sgrt Data to Study the Radiotherapy Process
"Rauter, CM; Wohlke, S; Schicktanz, S";"Rauter, Carolin Martina; Woehlke, Sabine; Schicktanz, Silke";Organizations Towards Big Data-Driven Approaches in Personalized Medicine? An Empirical-Ethical Study in Health-Related IT
"Allam, Z; Dhunny, ZA";"Allam, Zaheer; Dhunny, Zaynah A.";On big data, artificial intelligence and smart cities
"Rasmussen, NV; Beliatis, MJ";"Rasmussen, Nicklas V.; Beliatis, Michail J.";IoT based Digitalization and Servitization of Construction Equipment in Concrete Industry
"Manjunathaiah, M; Meade, A; Thavarajan, R; Protopapas, P; Dave, R";"Manjunathaiah, M.; Meade, A.; Thavarajan, R.; Protopapas, P.; Dave, R.";Big Data Scalability of BayesPhylogenies on Harvard's Ozone 12k Cores
Hudson, CD;Hudson, C. D.;The big data revolution and the cattle vet
Jeansoulin, R;Jeansoulin, Robert;Multi-Source Geo-Information Fusion in Transition: A Summer 2019 Snapshot
"Zumpano, E; Caroprese, L; Veltri, P; Cali, A; Radulescu, F";"Zumpano, Ester; Caroprese, Luciano; Veltri, Pierangelo; Cali, Andrea; Radulescu, Florin";Mathematical Theories in the Era of Big Data
Hess, G;Hess, Gregor;Networked Future: Seizing the Opportunities of Big Data
"Mutanga, O; Kumar, L";"Mutanga, Onisimo; Kumar, Lalit";Google Earth Engine Applications
"Malik, M; Neshatpour, K; Rafatirad, S; Joshi, RV; Mohsenin, T; Ghasemzadeh, H; Homayoun, H";"Malik, Maria; Neshatpour, Katayoun; Rafatirad, Setareh; Joshi, Rajiv V.; Mohsenin, Tinoosh; Ghasemzadeh, Hassan; Homayoun, Houman";Big vs little core for energy-efficient Hadoop computing
"Loring, Z; Mehrotra, S; Piccini, JP";"Loring, Zak; Mehrotra, Suchit; Piccini, Jonathan P.";Machine learning in 'big data': handle with care
"Hagen, L; Yi, HS; Pietri, S; Keller, TE";"Hagen, Loni; Yi, Hye Seon; Pietri, Siana; Keller, Thomas E.";Processes, Potential Benefits, and Limitations of Big Data Analytics: A Case Analysis of 311 Data from City of Miami
